BldgID,BuildingSF,StarRating,BuildingClass,SalePrice,PricePerSF,SaleStatus,SecondaryType,LandAreaAC,NumberOfFloors,CeilingHeightDecimals,LocationType,PropertyZipCode,MSA,NearestMajorHighwayInterchange,DistancetoNearestInterchange,GeographicMedicalCostIndexbyZipCode,quarter,year
490,79842,3,C,20000000,250.49,Sold,Warehouse,10.47,1,21.58,Suburban,11714,35620,11435,17.17,1.278,2020Q3,2020
491,90371,2,B,14097876,156,Sold,Manufacturing,6.11,1,40,Suburban,11716,35620,11716,1.26,1.278,2020Q4,2020
492,57590,3,C,5155808,89.53,Sold,Warehouse,3.68,1,36,Suburban,11716,35620,11716,1.26,1.278,2019Q2,2019
493,57590,3,C,6570959,114.1,Sold,Warehouse,3.68,1,20,Suburban,11716,35620,11716,1.26,1.278,2019Q1,2019
494,83000,3,C,9875000,118.98,Sold,Manufacturing,4.9,1,24,Suburban,11717,35620,11716,6.94,1.278,2020Q1,2020
495,71000,3,C,9372000,132,Sold,Warehouse,4,1,28,Suburban,11729,35620,11716,11.34,1.278,2021Q1,2021
496,70000,2,C,10500000,150,Sold,Warehouse,3.75,1,18,Suburban,11729,35620,11716,11.34,1.278,2020Q4,2020
497,50000,2,C,540000,10.8,Sold,Warehouse,2.39,1,28,Suburban,11729,35620,11716,11.34,1.278,2019Q4,2019
498,59525,2,B,7250000,121.8,Sold,Manufacturing,4.5,2,22,Suburban,11733,35620,11716,11.2,1.278,2020Q3,2020
499,69888,2,C,9200000,131.64,Sold,Warehouse,3.04,1,20.5,Suburban,11735,37980,11716,17.42,1.278,2020Q1,2020
500,93790,3,B,7373000,78.61,Sold,Warehouse,4.35,1,20,Suburban,11735,35620,11716,17.42,1.278,2019Q2,2019
501,125000,2,B,16250000,130,Sold,Warehouse,8.6,1,24,Suburban,11742,37980,11716,4.75,1.278,2020Q4,2020
502,126000,3,C,16500000,130.95,Sold,Manufacturing,8.5,1,19,Suburban,11743,35620,11716,16.96,1.278,2020Q1,2020
503,120000,3,C,19850000,165.42,Sold,Warehouse,8,1,25,Suburban,11747,35620,11716,15.33,1.278,2019Q3,2019
504,56400,2,B,4187400,74.24,Sold,Warehouse,3.89,1,23,Suburban,11779,35620,11716,3.38,1.278,2019Q4,2019
505,64224,3,C,5950000,92.64,Sold,Warehouse,4.3,1,22,Suburban,11779,37980,11716,3.38,1.278,2019Q4,2019
506,173721,4,B,24500000,141.03,Sold,Telecom Hotel/Data Hosting,12.83,2,30,Suburban,11788,35620,11716,6.06,1.278,2020Q3,2020
507,75620,3,B,12750000,168.61,Sold,Warehouse,5,1,30,Suburban,11788,35620,11716,6.06,1.278,2020Q2,2020
508,55000,3,B,7350000,133.64,Sold,Warehouse,3.08,1,17,Suburban,11788,35620,11716,6.06,1.278,2019Q2,2019
509,59000,3,C,6250000,105.93,Sold,Warehouse,3.25,1,32,Suburban,11788,35620,11716,6.06,1.278,2019Q1,2019
510,195610,4,A,74500000,380.86,Sold,Distribution,9.04,1,32,Suburban,11801,37980,11435,15.63,1.278,2020Q4,2020
511,72480,2,C,8400000,115.89,Sold,Warehouse,3.9,1,36,Suburban,11801,35620,11435,15.63,1.278,2019Q3,2019
512,72312,2,C,12500000,172.86,Sold,Warehouse,7.88,1,36,Suburban,11803,35620,10465,17.96,1.278,2019Q2,2019
513,54450,2,C,9995000,183.56,Under Contract,Warehouse,3.36,1,16,Suburban,11803,35620,10465,17.96,1.278,2021Q2,2021
514,190000,3,B,8475000,44.61,Sold,Manufacturing,20.6,3,20,Suburban,11933,35620,11716,22.27,1.278,2020Q3,2020
515,60000,3,B,7464181,124.4,Sold,Food Processing,5.39,1,32,Suburban,11967,35620,11716,12.77,1.278,2019Q3,2019
516,472278,3,B,89250000,188.98,Sold,Distribution,38.47,1,22,Suburban,11980,35620,11716,11.21,1.278,2021Q1,2021
517,58710,3,B,4250000,72.39,Sold,Warehouse,5.85,1,22,Suburban,11980,37980,11716,11.21,1.278,2020Q4,2020
518,81972,3,B,5000000,61,Sold,Distribution,10.49,1,18,Suburban,11980,37980,11716,11.21,1.278,2020Q1,2020
519,210000,2,C,525000,2.5,Sold,Warehouse,1.3,6,22,Suburban,12010,37980,18512,127.92,0.964,2020Q3,2020
520,53000,2,B,1750000,33.02,Sold,Distribution,12,1,22,Suburban,12010,99031,18512,127.92,0.964,2020Q2,2020
521,135000,2,C,918000,6.8,Sold,Manufacturing,1.69,6,18,Suburban,12010,37980,18512,127.92,0.964,2019Q3,2019
522,61764,2,C,320000,5.18,Under Contract,Warehouse,5.6,3,23.5,Suburban,12010,37980,18512,127.92,0.964,2021Q2,2021
523,60000,2,C,1690000,28.17,Sold,Warehouse,3.4,1,21.17,Suburban,12015,37980,10465,100.46,1.0735,2020Q4,2020
524,78269,3,B,2882500,36.83,Sold,Warehouse,8.76,1,30,Suburban,12033,10580,10465,118.2,0.964,2020Q1,2020
525,76100,4,B,5500000,72.27,Sold,Warehouse,8.46,1,20,Suburban,12065,37980,18512,136.16,0.964,2020Q4,2020
526,68000,3,B,5275000,77.57,Under Contract,Warehouse,7.59,1,30,Suburban,12065,37980,18512,136.16,0.964,2021Q2,2021
527,65000,2,C,415000,6.38,Sold,Distribution,1.63,1,20,Suburban,12078,99031,18512,130.87,0.964,2020Q3,2020
528,74000,3,C,133000,1.8,Sold,Manufacturing,0.91,4,20,Suburban,12078,99031,18512,130.87,0.964,2019Q3,2019
529,74942,3,C,120000,1.6,Sold,Manufacturing,5.31,1,36,Suburban,12090,37980,10465,144.52,0.964,2019Q1,2019
530,52500,3,B,2400000,45.71,Sold,Warehouse,8.1,1,26,Suburban,12095,99031,18512,126.53,0.964,2020Q2,2020
531,114300,2,B,3425000,29.97,Sold,Warehouse,7.9,1,36,Suburban,12095,37980,18512,126.53,0.964,2019Q2,2019
532,79500,2,C,862000,10.84,Sold,Manufacturing,3.1,2,36,Suburban,12095,37980,18512,126.53,0.964,2019Q1,2019
533,80000,4,B,2000000,25,Sold,Warehouse,5.8,1,32,Suburban,12095,99031,18512,126.53,0.964,2019Q1,2019
534,67379,3,B,2000000,29.68,Sold,Warehouse,4.39,1,32,Suburban,12110,37980,18512,131.71,0.964,2020Q4,2020
535,70034,2,C,920000,13.14,Sold,Warehouse,1.54,4,30,Urban,12204,37980,10465,128.45,0.964,2021Q1,2021
536,67000,3,C,4050000,60.45,Sold,Warehouse,1.5,2,24,Suburban,12204,37980,10465,128.45,0.964,2020Q2,2020
537,138450,3,B,8300000,59.95,Sold,Manufacturing,9.76,1,36.25,Suburban,12205,37980,18512,128.15,0.964,2020Q4,2020
538,60330,3,C,2660000,44.09,Sold,Warehouse,3.2,1,36,Urban,12207,37980,10465,126.37,0.964,2020Q3,2020
539,100158,3,B,2900000,28.95,Under Contract,Warehouse,0.69,4,21,Urban,12207,37980,10465,126.37,0.964,2021Q2,2021
540,52600,3,B,2900000,55.13,Sold,Manufacturing,20,2,25,Suburban,12306,37980,18512,126.01,0.964,2020Q1,2020
541,53090,3,B,1500000,28.25,Sold,Manufacturing,26.2,1,32,Suburban,12428,28740,18512,65.29,1.0735,2019Q1,2019
542,93000,3,B,2800000,30.11,Sold,Manufacturing,6.5,1,32,Suburban,12528,37980,10465,62.05,1.0735,2020Q4,2020
543,88992,2,C,3200000,35.96,Sold,Manufacturing,2.77,2,15,Suburban,12550,39100,10465,49.46,1.0735,2019Q2,2019
544,62500,2,B,3354000,53.66,Sold,Showroom,4,1,40,Suburban,12550,37980,10465,49.46,1.0735,2019Q2,2019
545,85336,2,B,1725000,20.21,Sold,Manufacturing,2.42,1,40,Suburban,12550,37980,10465,49.46,1.0735,2019Q2,2019
546,65800,2,B,6650000,101.06,Sold,Warehouse,3.1,1,23,Suburban,12553,39100,10465,45.84,1.0735,2021Q2,2021
547,65800,2,B,4500000,68.39,Sold,Warehouse,3.1,1,36,Suburban,12553,39100,10465,45.84,1.0735,2020Q4,2020
548,189400,3,B,12750000,67.32,Sold,Warehouse,20,1,20,Suburban,12553,37980,10465,45.84,1.0735,2019Q3,2019
549,143384,3,B,4600000,32.08,Under Contract,Warehouse,10.44,1,22,Suburban,12553,39100,10465,45.84,1.0735,2021Q2,2021
550,55700,2,B,4100000,73.61,Sold,Distribution,8.2,1,36,Suburban,12586,39100,10465,54.28,1.0735,2021Q2,2021
551,64000,3,B,4500000,70.31,Sold,Manufacturing,30.5,1,20,Suburban,12586,39100,10465,54.28,1.0735,2020Q4,2020
552,64000,3,B,3300000,51.56,Sold,Manufacturing,30.5,1,18,Suburban,12586,39100,10465,54.28,1.0735,2019Q2,2019
553,52000,2,C,3500000,67.31,Sold,Warehouse,2.1,2,20,Suburban,12601,39100,10465,60.74,1.0735,2020Q2,2020
554,150882,3,B,5750000,38.11,Sold,Manufacturing,8,2,32,Suburban,12801,37980,18512,164.53,0.964,2019Q2,2019
555,74346,3,C,2500000,33.63,Sold,Warehouse,12,1,16,Suburban,12804,37980,18512,164.61,0.964,2020Q3,2020
556,62800,2,B,2700000,42.99,Sold,Warehouse,7.91,1,21.5,Suburban,12804,37980,18512,164.61,0.964,2020Q2,2020
557,150000,2,C,777500,5.18,Sold,Manufacturing,30.5,3,32,Suburban,12839,37980,18512,167.13,0.964,2021Q1,2021
558,50142,2,B,319577,6.37,Sold,Warehouse,50,1,30,Suburban,12871,37980,18512,154.5,0.964,2020Q4,2020
559,78408,2,C,200000,2.55,Sold,Warehouse,1.8,1,30,Suburban,12871,37980,18512,154.5,0.964,2019Q3,2019
560,91000,3,C,365000,4.01,Sold,Warehouse,9.2,1,26,Suburban,12953,37980,14610,199.34,0.964,2020Q3,2020
561,103000,2,C,1000000,9.71,Sold,Warehouse,28,2,22,Suburban,12986,37980,14610,171.1,0.964,2021Q2,2021
562,54000,2,C,570000,10.56,Sold,Manufacturing,9.5,1,32,Suburban,13021,99031,14610,52.12,0.964,2020Q2,2020
563,144647,2,C,250000,1.73,Sold,Warehouse,3.3,4,13,Suburban,13021,37980,14610,52.12,0.964,2019Q4,2019
564,66560,2,C,750000,11.27,Under Contract,Manufacturing,5.83,4,18.5,Suburban,13021,37980,14610,52.12,0.964,2021Q2,2021
565,70000,2,C,450000,6.43,Under Contract,Warehouse,2.53,4,31,Suburban,13021,99031,14610,52.12,0.964,2021Q2,2021
566,87750,3,A,3600000,41.03,Sold,Manufacturing,12.11,1,32,Suburban,13029,37980,14610,71.08,0.964,2021Q1,2021
567,215000,2,C,950000,4.42,Sold,Manufacturing,32,1,32,Suburban,13045,37980,14610,78.42,0.964,2019Q4,2019
568,215000,2,C,1600000,7.44,Under Contract,Manufacturing,32,1,32,Suburban,13045,37980,14610,78.42,0.964,2021Q2,2021
569,58398,2,C,1200000,20.55,Sold,Service,0.22,1,32,Suburban,13077,99031,14610,75.86,0.964,2019Q3,2019
570,84312,3,C,6270000,74.37,Sold,Undetermined,1.36,1,31,Suburban,13082,45060,14610,79.94,0.964,2020Q4,2020
571,84312,3,C,1676000,19.88,Sold,Undetermined,1.36,1,15.33,Suburban,13082,45060,14610,79.94,0.964,2020Q3,2020
572,60625,3,C,1475000,24.33,Sold,Warehouse,4.08,1,15,Suburban,13088,37980,14610,68.24,0.964,2020Q3,2020
573,179672,3,C,2200000,12.25,Under Contract,Warehouse,24,1,24,Suburban,13126,37980,14610,57.65,0.964,2021Q2,2021
574,102000,2,C,189000,1.85,Sold,Manufacturing,8.3,2,12,Suburban,13148,37980,14610,41.34,0.964,2020Q3,2020
575,102000,2,C,200000,1.96,Sold,Manufacturing,8.3,2,14,Suburban,13148,37980,14610,41.34,0.964,2020Q3,2020
576,74000,2,C,1100000,14.86,Sold,Food Processing,1.52,2,13.5,Urban,13204,37980,14610,69.45,0.964,2020Q4,2020
577,108860,2,C,1600000,14.7,Under Contract,Distribution,1.97,3,16,Urban,13204,45060,14610,69.45,0.964,2021Q2,2021
578,77215,2,C,1600000,20.72,Sold,Warehouse,3.2,1,19,Suburban,13206,37980,14610,72.74,0.964,2021Q1,2021
579,54000,2,C,1470000,27.22,Sold,Manufacturing,2.71,1,30,Suburban,13206,37980,14610,72.74,0.964,2020Q3,2020
580,63600,2,C,675000,10.61,Sold,Warehouse,3.09,1,28,Suburban,13206,37980,14610,72.74,0.964,2020Q3,2020
581,50000,3,C,1287500,25.75,Sold,Warehouse,2.04,1,21,Suburban,13206,37980,14610,72.74,0.964,2020Q2,2020
582,191250,2,C,1625000,8.5,Under Contract,Warehouse,2.1,5,16,Urban,13208,37980,14610,70.69,0.964,2021Q2,2021
583,58717,3,B,1300000,22.14,Sold,Warehouse,3.19,1,14,Suburban,13209,37980,14610,66.26,0.964,2019Q2,2019
584,482286,3,B,200000,0.41,Sold,Manufacturing,10,4,35,Suburban,13317,37980,18512,112.97,0.964,2020Q1,2020
585,64000,3,B,775000,12.11,Sold,Manufacturing,6.51,1,16,Suburban,13340,46540,18512,114.98,0.964,2020Q3,2020
586,80000,3,C,4700000,58.75,Under Contract,Warehouse,8.4,1,16,Suburban,13340,46540,18512,114.98,0.964,2021Q2,2021
587,63000,2,C,900000,14.29,Sold,Warehouse,7.83,1,28,Suburban,13365,37980,18512,119.07,0.964,2020Q4,2020
588,100000,3,B,1300000,13,Sold,Warehouse,7.6,1,24,Suburban,13365,37980,18512,119.07,0.964,2019Q2,2019
589,170000,2,C,900000,5.29,Sold,Warehouse,13.2,1,28,Suburban,13367,99031,14610,113.47,0.964,2019Q4,2019
590,81170,3,C,3720000,45.83,Sold,Manufacturing,3.18,2,20,Suburban,13421,37980,14610,95.89,0.964,2019Q2,2019
591,68488,3,B,6750000,98.56,Sold,Truck Terminal,10.84,2,22,Suburban,13441,37980,14610,102.56,0.964,2019Q3,2019
592,54156,2,C,500000,9.23,Sold,Manufacturing,6.57,1,38,Suburban,13480,46540,18512,104.15,0.964,2019Q2,2019
593,167374,2,C,3182367,19.01,Sold,Manufacturing,82.8,1,13.5,Suburban,13492,37980,14610,112.66,0.964,2020Q1,2020
594,96000,2,C,2500000,26.04,Sold,Warehouse,0.9,5,32,Suburban,13502,37980,14610,117.15,0.964,2020Q4,2020
595,60000,2,C,695000,11.58,Sold,Warehouse,0.48,5,32,Suburban,13502,37980,14610,117.15,0.964,2019Q2,2019
596,80000,1,C,185000,2.31,Under Contract,Warehouse,3,1,36,Suburban,13502,46540,14610,117.15,0.964,2021Q2,2021
597,69018,2,B,1250000,18.11,Sold,Warehouse,12,1,32,Suburban,13601,37980,14610,100.08,0.964,2020Q1,2020
598,245000,3,A,4000000,16.33,Sold,Warehouse,39.28,2,36,Suburban,13732,13780,18512,51.5,0.964,2020Q1,2020
599,461980,3,B,20000000,43.29,Sold,Refrigeration/Cold Storage,65.75,2,36,Suburban,13748,13780,18512,44.54,0.964,2020Q2,2020
600,97000,3,A,4500000,46.39,Sold,Distribution,10.3,2,32,Suburban,13790,13780,18512,51.5,0.964,2020Q3,2020
601,61500,2,C,2200000,35.77,Sold,Distribution,6.1,1,36,Suburban,13790,13780,18512,51.5,0.964,2019Q4,2019
602,225240,3,B,9500000,42.18,Sold,Warehouse,48.1,1,32,Suburban,13795,37980,18512,44.39,0.964,2019Q2,2019
603,127735,2,B,3500000,27.4,Sold,Manufacturing,15.7,1,36,Suburban,13904,13780,18512,48.76,0.964,2020Q4,2020
604,71700,3,B,2000000,27.89,Sold,Manufacturing,3.44,1,32,Suburban,13904,13780,18512,48.76,0.964,2020Q4,2020
605,81277,3,B,6000000,73.82,Sold,Manufacturing,11.8,1,32,Suburban,14004,15380,14610,51.84,0.964,2020Q1,2020
606,152000,4,C,8300000,54.61,Sold,Warehouse,8.37,1,38,Suburban,14043,37980,14610,60.59,0.964,2019Q4,2019
607,170000,2,C,1425000,8.38,Sold,Warehouse,10.03,1,32,Suburban,14094,37980,14610,57.56,0.964,2020Q2,2020
608,81431,3,B,1240000,15.23,Sold,Warehouse,26.14,1,38,Suburban,14094,37980,14610,57.56,0.964,2019Q1,2019
609,56820,2,C,2600000,45.76,Sold,Warehouse,6.3,1,22,Suburban,14150,15380,14610,67.19,0.964,2020Q3,2020
610,65180,3,C,1810000,27.77,Sold,Warehouse,2.5,1,38,Suburban,14150,37980,14610,67.19,0.964,2019Q3,2019
611,193920,2,C,2800000,14.44,Under Contract,Warehouse,13.88,1,31,Suburban,14150,15380,14610,67.19,0.964,2021Q2,2021
612,232570,3,B,12500000,53.75,Sold,Manufacturing,10.44,2,24,Urban,14204,37980,14610,68.82,0.964,2020Q4,2020
613,50000,2,C,2750000,55,Sold,Warehouse,3.01,3,18,Suburban,14206,15380,14610,66.41,0.964,2021Q1,2021
614,117763,3,B,4150000,35.24,Sold,Distribution,6.26,1,24,Urban,14206,15380,14610,66.41,0.964,2020Q4,2020
615,62000,3,B,2300000,37.1,Sold,Warehouse,6.1,1,18,Urban,14206,15380,14610,66.41,0.964,2020Q3,2020
616,65247,2,C,2450000,37.55,Sold,Warehouse,6.39,1,18,Urban,14206,15380,14610,66.41,0.964,2020Q3,2020
617,70680,3,B,2300000,32.54,Sold,Distribution,6.26,1,30,Urban,14206,15380,14610,66.41,0.964,2019Q3,2019
618,345000,3,B,5500000,15.94,Sold,Warehouse,18.52,1,30,Urban,14207,37980,14610,69.54,0.964,2020Q4,2020
619,205000,2,C,10325000,50.37,Sold,Warehouse,7.02,1,16.5,Urban,14210,15380,14610,67.69,0.964,2019Q4,2019
620,100000,2,C,1450000,14.5,Sold,Manufacturing,0.71,4,16,Urban,14210,37980,14610,67.69,0.964,2019Q2,2019
621,198600,2,C,897000,4.52,Sold,Warehouse,2.9,5,32,Urban,14211,15380,14610,66.55,0.964,2020Q3,2020
622,150000,3,B,795000,5.3,Under Contract,Refrigeration/Cold Storage,3.25,2,26,Urban,14214,37980,14610,66.68,0.964,2021Q2,2021
623,50513,2,C,2717000,53.79,Sold,Warehouse,1.96,1,23,Suburban,14217,37980,14610,68.14,0.964,2021Q1,2021
624,115445,3,B,1625000,14.08,Sold,Manufacturing,6.26,2,18,Suburban,14217,37980,14610,68.14,0.964,2019Q2,2019
625,89900,2,B,845000,9.4,Sold,Warehouse,3.54,1,33,Suburban,14219,37980,14610,69.19,0.964,2019Q4,2019
626,54000,2,C,1350000,25,Sold,Manufacturing,7,1,25,Urban,14220,37980,14610,67.51,0.964,2019Q3,2019
627,65360,3,B,3250000,49.72,Sold,Manufacturing,3.62,1,18,Suburban,14225,15380,14610,62.96,0.964,2021Q1,2021
628,170000,3,C,1250000,7.35,Sold,Warehouse,10.91,1,20,Suburban,14305,15380,14610,75.25,0.964,2019Q4,2019
629,66374,3,B,849900,12.81,Under Contract,Warehouse,20,1,20,Suburban,14423,37980,14610,20.34,0.964,2021Q2,2021
630,50000,3,C,2000000,40,Sold,Warehouse,5,1,24,Suburban,14425,37980,14610,14.83,0.964,2019Q1,2019
631,59949,3,C,1798470,30,Sold,Manufacturing,10.71,1,29.5,Suburban,14450,37980,14610,6.6,0.964,2020Q4,2020
632,77000,2,C,2300000,29.87,Sold,Warehouse,12.4,1,24,Suburban,14472,37980,14610,12.49,0.964,2021Q1,2021
633,53900,2,C,152000,2.82,Sold,Manufacturing,2,2,29.5,Suburban,14482,37980,14610,24.2,0.964,2020Q4,2020
634,66000,3,B,4000000,60.61,Sold,Warehouse,9.36,1,16,Suburban,14502,37980,14610,11.49,0.964,2020Q1,2020
635,78000,3,A,3000000,38.46,Sold,Warehouse,9.13,1,30,Suburban,14580,37980,14610,7.15,0.964,2019Q3,2019
636,155979,3,A,5500000,35.26,Sold,Manufacturing,12.05,2,30,Suburban,14586,40380,14610,9.85,0.964,2019Q4,2019
637,167800,3,B,1700000,10.13,Sold,Warehouse,6,1,23,Urban,14605,37980,14610,3.29,0.964,2019Q1,2019
638,63000,2,C,749900,11.9,Under Contract,Warehouse,1.44,2,22,Urban,14605,37980,14610,3.29,0.964,2021Q2,2021
639,85277,3,B,2850000,33.42,Sold,Manufacturing,5.35,1,30,Suburban,14606,37980,14610,7.06,0.964,2019Q2,2019
640,115320,3,B,7850000,68.07,Sold,Warehouse,0.68,6,20,Urban,14608,40380,14610,4.04,0.964,2020Q3,2020
641,59670,2,C,2050000,34.36,Sold,Manufacturing,4.56,1,23,Urban,14608,37980,14610,4.04,0.964,2020Q1,2020
642,115320,3,B,490000,4.25,Sold,Warehouse,0.68,6,23,Urban,14608,40380,14610,4.04,0.964,2019Q3,2019
643,79680,3,B,2000000,25.1,Sold,Distribution,7.47,1,18,Urban,14611,37980,14610,4.84,0.964,2019Q1,2019
644,263705,3,B,2790000,10.58,Sold,Manufacturing,3.92,7,20,Urban,14615,37980,14610,6.87,0.964,2020Q4,2020
645,60000,2,B,725000,12.08,Sold,Warehouse,3.1,1,18,Urban,14621,40380,14610,4.16,0.964,2019Q2,2019
646,128010,3,C,8840000,69.06,Sold,Warehouse,11.89,1,22.5,Suburban,14623,40380,14610,5.88,0.964,2020Q4,2020
647,50000,3,B,2875000,57.5,Sold,Warehouse,3,1,20,Suburban,14623,40380,14610,5.88,0.964,2020Q4,2020
648,60000,2,C,1650000,27.5,Sold,Manufacturing,4.98,1,30,Suburban,14623,40380,14610,5.88,0.964,2020Q4,2020
649,286732,2,B,8500000,29.64,Sold,Distribution,34.9,1,24,Suburban,14623,37980,14610,5.88,0.964,2019Q4,2019
650,105381,3,C,7350000,69.75,Sold,Warehouse,11.01,1,22,Suburban,14623,40380,14610,5.88,0.964,2019Q3,2019
651,130000,3,B,5150000,39.62,Sold,Warehouse,8.12,1,20,Suburban,14623,37980,14610,5.88,0.964,2019Q2,2019
652,86114,3,B,5250000,60.97,Sold,Manufacturing,10.82,1,20,Suburban,14624,37980,14610,9.07,0.964,2020Q4,2020
653,55120,3,B,862920,15.66,Sold,Manufacturing,3.1,1,25,Urban,14624,37980,14610,9.07,0.964,2020Q3,2020
654,124850,3,B,8500000,68.08,Sold,Distribution,6.44,1,27,Urban,14624,37980,14610,9.07,0.964,2020Q1,2020
655,114539,2,B,1250000,10.91,Sold,Warehouse,6.28,2,32,Suburban,14624,37980,14610,9.07,0.964,2019Q4,2019
656,111741,4,B,13891648,124.32,Sold,Distribution,10.42,1,30,Suburban,14624,37980,14610,9.07,0.964,2019Q1,2019
657,115020,3,C,2575000,22.39,Sold,Manufacturing,7.2,1,20,Suburban,14625,37980,14610,1.75,0.964,2019Q3,2019
658,59253,3,B,1500000,25.32,Sold,Manufacturing,6.9,1,32,Suburban,14626,37980,14610,9.5,0.964,2019Q4,2019
659,65086,2,B,800000,12.29,Sold,Distribution,3.4,1,29,Suburban,14760,99031,14610,86.2,0.964,2020Q1,2020
660,148008,3,C,1300000,8.78,Sold,Food Processing,17.06,2,32,Suburban,14837,99031,14610,52.17,0.964,2020Q1,2020
661,98400,3,C,995000,10.11,Sold,Warehouse,6.88,1,25,Suburban,14892,13780,18512,62.67,0.964,2021Q1,2021
662,396912,3,B,300000,0.76,Sold,Manufacturing,9.2,1,28,Suburban,14895,37980,14610,75.19,0.964,2020Q4,2020
663,396912,3,B,104000,0.26,Sold,Manufacturing,9.2,1,36,Suburban,14895,37980,14610,75.19,0.964,2020Q2,2020
664,50000,2,C,215000,4.3,Sold,Warehouse,1.64,2,16,Suburban,14901,21300,18512,75.96,0.964,2020Q4,2020
665,84000,3,B,900000,10.71,Sold,Manufacturing,4,1,18,Suburban,14901,21300,18512,75.96,0.964,2019Q3,2019
666,54134,3,C,2550000,47.11,Sold,Warehouse,5.92,1,32,Suburban,15017,38300,15212,9.3,0.958,2019Q3,2019
667,455000,4,A,28250000,62.09,Sold,Distribution,38.88,1,22,Suburban,15021,38300,15212,21.81,0.958,2019Q1,2019
668,100000,4,B,4120000,41.2,Sold,Manufacturing,18.2,1,32,Suburban,15022,38300,15212,22.99,0.958,2019Q2,2019
669,120000,2,C,4431200,36.93,Sold,Warehouse,6,1,20,Suburban,15024,38300,15212,12.05,0.958,2020Q4,2020
670,386000,2,B,1250000,3.24,Sold,Manufacturing,43,2,23,Suburban,15030,38300,15212,14.84,0.958,2019Q4,2019
671,92937,2,C,5131035,55.21,Sold,Warehouse,32.7,1,30,Suburban,15038,38300,15212,15.15,0.958,2021Q1,2021
672,88600,2,C,3500000,39.5,Under Contract,Manufacturing,5.16,1,24,Suburban,15045,38300,15212,11.28,0.958,2021Q2,2021
673,405319,3,B,8563909,21.13,Sold,Manufacturing,18.9,2,16,Suburban,15061,38300,15212,20.87,0.958,2021Q1,2021
674,143295,3,B,7500000,52.34,Sold,Distribution,15.41,1,20,Suburban,15086,38300,15212,14.52,0.958,2020Q3,2020
675,89440,2,C,3750000,41.93,Under Contract,Manufacturing,8.62,1,32,Suburban,15104,38300,15212,8.65,0.958,2021Q2,2021
676,86870,2,C,1100000,12.66,Sold,Manufacturing,3.29,1,28.5,Suburban,15106,38300,15212,5.69,0.958,2019Q3,2019
677,68540,2,B,2400000,35.02,Sold,Manufacturing,1.79,1,22.5,Suburban,15116,38300,15212,5.66,0.958,2019Q4,2019
678,315634,4,A,28712000,90.97,Sold,Distribution,23.49,1,28,Suburban,15126,38300,15212,13.24,0.958,2019Q3,2019
679,120000,2,C,1900000,15.83,Sold,Warehouse,5.16,1,27,Suburban,15136,38300,15212,3.53,0.958,2019Q1,2019
680,450000,2,B,5000000,11.11,Sold,Food Processing,0.21,1,26.5,Urban,15201,38300,15212,2.94,0.958,2020Q1,2020
681,50000,2,C,3786000,75.72,Sold,Warehouse,0.86,2,20,Suburban,15206,38300,15212,4.91,0.958,2020Q3,2020
682,60000,3,A,2200000,36.67,Sold,Manufacturing,1.12,2,18,Urban,15219,38300,15212,1.99,0.958,2019Q3,2019
683,138000,3,C,4300000,31.16,Sold,Warehouse,4.88,1,29.5,Suburban,15220,38300,15212,2.7,0.958,2020Q4,2020
684,150297,2,C,1860118,12.38,Sold,Warehouse,8.2,2,20,Urban,15222,38300,15212,1.35,0.958,2019Q1,2019
685,155000,2,B,12750000,82.26,Sold,Food Processing,8.51,2,28,Suburban,15238,38300,15212,8.56,0.958,2020Q4,2020
686,51000,3,B,6250000,122.55,Sold,Warehouse,3.51,1,25,Suburban,15238,38300,15212,8.56,0.958,2019Q2,2019
687,65350,2,C,2525000,38.64,Sold,Warehouse,4.27,1,20,Suburban,15301,38300,15212,23.71,0.958,2020Q4,2020
688,100000,3,B,6000000,60,Sold,Warehouse,3.1,1,36,Suburban,15301,38300,15212,23.71,0.958,2020Q3,2020
689,64013,2,C,1800000,28.12,Sold,Warehouse,8.85,1,16,Suburban,15349,99037,15212,49.8,0.958,2020Q3,2020
690,127135,3,C,13400000,105.4,Sold,Manufacturing,14.04,1,32,Suburban,15370,99037,15212,40.27,0.958,2019Q2,2019
691,70640,2,C,145000,2.05,Sold,Warehouse,20.02,1,24,Suburban,15537,99037,16803,60.37,0.958,2021Q1,2021
692,55220,3,B,2000000,36.22,Sold,Warehouse,1.26,1,6.71,Suburban,15601,38300,15212,27.16,0.958,2019Q1,2019
693,138270,2,C,4800000,34.71,Sold,Warehouse,3,2,28,Suburban,15632,38300,15212,20.77,0.958,2019Q4,2019
694,138270,2,C,4800000,34.71,Sold,Warehouse,5.54,1,26.5,Suburban,15632,38300,15212,20.77,0.958,2019Q3,2019
695,58600,2,C,525000,8.96,Under Contract,Warehouse,1.26,1,14,Suburban,15644,38300,15212,22.77,0.958,2021Q2,2021
696,100000,3,B,3500000,35,Sold,Manufacturing,12,1,31,Suburban,15650,38300,15212,34.63,0.958,2020Q1,2020
697,74041,2,C,600000,8.1,Sold,Warehouse,4.39,1,22,Suburban,15666,38300,15212,33.43,0.958,2019Q4,2019
698,384000,2,C,1300000,3.39,Sold,Manufacturing,17.5,1,32,Suburban,15683,38300,15212,33.05,0.958,2019Q4,2019
