BldgID,BuildingSF,StarRating,BuildingClass,SalePrice,PricePerSF,SaleStatus,SecondaryType,LandAreaAC,NumberOfFloors,CeilingHeightDecimals,LocationType,PropertyZipCode,MSA,NearestMajorHighwayInterchange,DistancetoNearestInterchange,GeographicMedicalCostIndexbyZipCode,quarter,year
1911,106000,2,C,7550000,71.23,Sold,Warehouse,3.08,1,27.67,Urban,33147,33100,33127,6.21,1.072,2020Q2,2020
1912,76227,2,B,7600000,99.7,Sold,Manufacturing,2.36,1,24,Urban,33147,33100,33127,6.21,1.072,2020Q2,2020
1913,100453,2,C,8900000,88.6,Sold,Warehouse,3.49,1,22,Urban,33147,33100,33127,6.21,1.072,2019Q4,2019
1914,82479,2,B,4508900,54.67,Sold,Manufacturing,2.47,1,24,Urban,33147,33100,33127,6.21,1.072,2019Q3,2019
1915,64080,3,C,15500000,241.89,Under Contract,Distribution,5.79,1,16,Urban,33147,33100,33127,6.21,1.072,2021Q2,2021
1916,50404,2,C,5241180,103.98,Sold,Warehouse,1.82,1,16.5,Urban,33150,33100,33127,7.65,1.072,2021Q1,2021
1917,271235,3,B,17140600,63.19,Sold,Warehouse,9.24,2,26,Urban,33162,33100,33169,12.82,1.072,2020Q2,2020
1918,228140,3,A,26000000,113.97,Sold,Warehouse,8.86,1,20,Urban,33166,33100,33126,3.26,1.072,2021Q2,2021
1919,67000,2,C,8200000,122.39,Sold,Warehouse,4.43,2,26.5,Urban,33166,33100,33126,3.26,1.072,2020Q4,2020
1920,60000,3,C,4350000,72.5,Sold,Warehouse,2.42,1,25,Urban,33166,33100,33126,3.26,1.072,2020Q3,2020
1921,81765,3,C,5650000,69.1,Sold,Service,3.54,1,18,Urban,33166,33100,33126,3.26,1.072,2019Q4,2019
1922,136000,3,C,13150000,96.69,Sold,Warehouse,4.58,1,18,Suburban,33167,33100,33169,8.46,1.072,2020Q4,2020
1923,121000,3,B,13000000,107.44,Sold,Showroom,7.88,1,32,Suburban,33167,33100,33169,8.46,1.072,2020Q2,2020
1924,63683,3,C,6000000,94.22,Sold,Warehouse,3.15,1,24,Urban,33169,33100,33169,12.53,1.072,2020Q4,2020
1925,211000,4,C,25000000,118.48,Sold,Distribution,11.25,1,18,Urban,33169,33100,33169,12.53,1.072,2019Q3,2019
1926,52468,2,C,12500000,238.24,Sold,Distribution,11.21,1,16,Urban,33169,33100,33169,12.53,1.072,2019Q1,2019
1927,201491,4,C,24000000,119.11,Sold,Distribution,10.23,1,17,Urban,33169,33100,33169,12.53,1.072,2019Q1,2019
1928,107667,3,B,16200000,150.46,Sold,Distribution,6.01,1,20,Urban,33172,33100,33126,4.05,1.072,2020Q4,2020
1929,118993,3,B,11600000,97.48,Sold,Manufacturing,6.01,3,18,Urban,33172,33100,33126,4.05,1.072,2020Q4,2020
1930,61836,3,B,8462500,136.85,Sold,Warehouse,2.71,3,14,Urban,33172,33100,33126,4.05,1.072,2020Q4,2020
1931,104441,3,B,14000000,134.05,Sold,Warehouse,5.04,1,28.5,Urban,33172,33100,33126,4.05,1.072,2019Q3,2019
1932,54434,3,B,7603000,139.67,Sold,Warehouse,3.12,1,22.42,Urban,33172,33100,33126,4.05,1.072,2019Q1,2019
1933,53435,3,B,8000000,149.71,Sold,Warehouse,3.73,1,32,Urban,33178,33100,33126,6.1,1.072,2020Q1,2020
1934,69834,3,A,9750000,139.62,Sold,Warehouse,3.46,1,18,Urban,33178,33100,33126,6.1,1.072,2019Q3,2019
1935,75164,3,B,14500000,192.91,Under Contract,Refrigeration/Cold Storage,3.99,2,28,Urban,33178,33100,33126,6.1,1.072,2021Q2,2021
1936,80000,3,C,13250000,165.63,Sold,Refrigeration/Cold Storage,2.98,1,13.25,Urban,33179,33100,33169,14.48,1.072,2020Q3,2020
1937,234739,3,A,30500000,129.93,Sold,Refrigeration/Cold Storage,9.29,1,18,Urban,33179,33100,33169,14.48,1.072,2020Q1,2020
1938,133651,2,C,15500000,115.97,Under Contract,Refrigeration/Cold Storage,5.6,2,35,Urban,33179,33100,33169,14.48,1.072,2021Q2,2021
1939,155509,2,C,10556756,67.89,Sold,Showroom,7.16,1,22,Suburban,33309,33100,33312,29.21,1.0405,2021Q2,2021
1940,221815,4,A,38215638,172.29,Sold,Distribution,12.04,1,18.83,Suburban,33312,33100,33312,23.06,1.0405,2019Q2,2019
1941,135000,3,B,26000000,192.59,Sold,Manufacturing,7.57,1,35,Suburban,33321,33100,33312,30,1.0405,2021Q1,2021
1942,58961,3,C,8700000,147.56,Sold,Warehouse,5.7,1,21.5,Urban,33325,33100,33312,23.19,1.0405,2019Q3,2019
1943,224650,4,A,32415000,144.29,Sold,Manufacturing,14.57,1,22,Suburban,33331,33100,33312,19.66,1.0405,2019Q4,2019
1944,249005,4,A,40377000,162.15,Sold,Distribution,13.69,1,16,Suburban,33332,33100,33169,19.99,1.0405,2020Q1,2020
1945,224572,4,A,35000000,155.85,Sold,Distribution,11.57,1,19,Suburban,33332,33100,33169,19.99,1.0405,2019Q1,2019
1946,208000,4,B,25294000,121.61,Sold,Warehouse,15.91,1,19,Suburban,33404,33100,33312,70.85,1.0405,2020Q3,2020
1947,151008,3,C,18350000,121.52,Sold,Manufacturing,8.52,1,24,Suburban,33404,33100,33312,70.85,1.0405,2020Q2,2020
1948,76578,3,C,3450000,45.05,Sold,Warehouse,4.19,1,24,Suburban,33404,33100,33312,70.85,1.0405,2019Q1,2019
1949,77000,3,B,5700000,74.03,Sold,Warehouse,3.73,1,37,CBD,33407,33100,33312,68.65,1.0405,2020Q4,2020
1950,56153,4,A,425000,7.57,Sold,Warehouse,7,2,24,Urban,33407,33100,33312,68.65,1.0405,2020Q2,2020
1951,50000,3,B,3200000,64,Sold,Warehouse,3.13,1,24,CBD,33407,33100,33312,68.65,1.0405,2019Q3,2019
1952,227559,3,B,8700000,38.23,Sold,Manufacturing,8.69,2,18,Suburban,33407,33100,33312,68.65,1.0405,2019Q2,2019
1953,101895,3,A,389000,3.82,Sold,Warehouse,11.5,2,16,Urban,33407,33100,33312,68.65,1.0405,2019Q1,2019
1954,86400,4,A,15500000,179.4,Sold,Warehouse,5.18,1,24,Suburban,33411,33100,33312,65.23,1.0405,2020Q3,2020
1955,72000,3,A,7600000,105.56,Sold,Warehouse,4.3,1,18,Suburban,33426,33100,33312,53.61,1.0405,2019Q2,2019
1956,50000,3,B,6660000,133.2,Sold,Warehouse,2.64,1,20,Urban,33431,33100,33312,43.51,1.0405,2021Q1,2021
1957,158000,3,B,22000000,139.24,Sold,Warehouse,13.55,1,24,Urban,33442,33100,33312,37.93,1.0405,2020Q1,2020
1958,104000,3,B,12900000,124.04,Sold,Warehouse,5.67,2,12,Urban,33442,33100,33312,37.93,1.0405,2019Q3,2019
1959,58250,3,B,7800000,133.91,Sold,Manufacturing,5.6,1,18,Suburban,33445,33100,33312,48.57,1.0405,2019Q1,2019
1960,72052,3,B,9200000,127.69,Sold,Manufacturing,5.56,1,16.5,Suburban,33458,33100,33312,80.23,1.0405,2019Q2,2019
1961,135000,3,A,17000000,125.93,Sold,Undetermined,15.79,1,20,Suburban,33462,33100,33312,57.09,1.0405,2021Q1,2021
1962,56382,2,B,6150000,109.08,Sold,Warehouse,3.6,1,36,Suburban,33462,33100,33312,57.09,1.0405,2020Q4,2020
1963,135000,3,A,13070000,96.81,Sold,Undetermined,15.79,1,20,Suburban,33462,33100,33312,57.09,1.0405,2019Q4,2019
1964,102293,4,A,13500000,131.97,Sold,Distribution,6.18,2,14,Suburban,33478,33100,33312,79.47,1.0405,2019Q2,2019
1965,54819,1,C,1525000,27.82,Sold,Food Processing,127.2,1,18,Suburban,33527,45300,33312,192.98,0.976,2020Q1,2020
1966,59291,2,B,2175000,36.68,Sold,Distribution,4.03,1,14.42,Suburban,33563,45300,33312,191.48,0.976,2019Q2,2019
1967,53275,3,C,1730000,32.47,Sold,Manufacturing,7.4,1,31.67,Suburban,33563,45300,33312,191.48,0.976,2019Q1,2019
1968,102000,2,C,3000000,29.41,Sold,Warehouse,14.91,1,14,Suburban,33566,45300,33312,190.88,0.976,2021Q1,2021
1969,200000,2,C,278571,1.39,Sold,Warehouse,42.22,1,28,Suburban,33566,45300,33312,190.88,0.976,2019Q3,2019
1970,200000,2,C,2400000,12,Sold,Warehouse,42.22,1,16.5,Suburban,33566,45300,33312,190.88,0.976,2019Q3,2019
1971,150471,4,A,13025000,91.12,Sold,Warehouse,7.83,1,14.5,Suburban,33578,45300,33312,213.54,0.976,2019Q2,2019
1972,424550,4,A,47900000,112.83,Sold,Warehouse,37,1,22,Suburban,33584,45300,33312,195.88,0.976,2020Q4,2020
1973,424550,4,A,29111400,68.57,Sold,Warehouse,37,1,19,Suburban,33584,45300,33312,195.88,0.976,2019Q3,2019
1974,51659,3,B,2450000,47.43,Sold,Manufacturing,1.6,1,22,Suburban,33605,45300,33312,200.29,0.976,2020Q4,2020
1975,85405,3,C,1610000,18.85,Sold,Warehouse,2.73,1,16,Suburban,33605,45300,33312,200.29,0.976,2019Q2,2019
1976,116000,4,B,25000000,215.52,Sold,Refrigeration/Cold Storage,9.06,1,25.5,Suburban,33610,45300,33312,200.92,0.976,2020Q3,2020
1977,51234,2,C,2479000,48.39,Sold,Warehouse,3.13,1,20,Suburban,33610,45300,33312,200.92,0.976,2020Q2,2020
1978,74320,2,C,4050000,54.49,Sold,Manufacturing,3.51,1,24,Suburban,33610,45300,33312,200.92,0.976,2019Q4,2019
1979,72836,3,C,3000000,41.19,Sold,Warehouse,2.22,1,22,Suburban,33610,45300,33312,200.92,0.976,2019Q4,2019
1980,78000,2,C,2000000,25.64,Sold,Manufacturing,7.99,1,22,Suburban,33610,45300,33312,200.92,0.976,2019Q3,2019
1981,79638,4,B,8100000,101.71,Sold,Warehouse,7.41,1,24,Suburban,33610,45300,33312,200.92,0.976,2019Q3,2019
1982,645841,2,C,32000000,49.55,Sold,Distribution,39,1,25,Urban,33611,45300,33312,199.64,0.976,2020Q4,2020
1983,147385,3,B,4075000,27.65,Sold,Manufacturing,9.81,1,24,Suburban,33619,45300,33312,197.09,0.976,2021Q1,2021
1984,90037,3,B,8940000,99.29,Sold,Warehouse,8.34,1,29,Suburban,33619,45300,33312,197.09,0.976,2020Q1,2020
1985,51840,3,B,5000000,96.45,Sold,Distribution,5.23,1,14,Suburban,33619,45300,33312,197.09,0.976,2020Q1,2020
1986,68132,3,B,4125000,60.54,Sold,Warehouse,3.96,1,32,Suburban,33619,45300,33312,197.09,0.976,2019Q4,2019
1987,77585,3,A,6350000,81.85,Sold,Distribution,4.5,1,28,Suburban,33619,45300,33312,197.09,0.976,2019Q3,2019
1988,368664,3,B,26300000,71.34,Sold,Distribution,20.35,1,32,Suburban,33619,45300,33312,197.09,0.976,2019Q2,2019
1989,364082,4,B,16500000,45.32,Sold,Warehouse,30.59,1,24,Suburban,33619,45300,33312,197.09,0.976,2019Q2,2019
1990,266840,3,B,6900000,25.86,Sold,Warehouse,21.75,1,12,Suburban,33619,45300,33312,197.09,0.976,2019Q1,2019
1991,74697,3,B,6647000,88.99,Sold,Warehouse,2.86,1,12,Suburban,33634,45300,33312,207.23,0.976,2020Q1,2020
1992,67782,3,B,5378000,79.34,Sold,Distribution,3.1,1,32,Suburban,33634,45300,33312,207.23,0.976,2020Q1,2020
1993,210000,3,C,12000000,57.14,Sold,Manufacturing,13.22,1,23,Suburban,33634,45300,33312,207.23,0.976,2019Q3,2019
1994,500000,3,B,13250000,26.5,Under Contract,Warehouse,29,1,35.5,Suburban,33710,45300,33312,204.14,0.976,2021Q2,2021
1995,80414,3,C,3250000,40.42,Sold,Manufacturing,5.78,1,34,Urban,33760,45300,33312,209.4,0.976,2020Q3,2020
1996,105480,3,C,8700000,82.48,Sold,Warehouse,5.45,1,24.58,Urban,33764,45300,33312,211.8,0.976,2020Q4,2020
1997,60119,3,B,5250000,87.33,Under Contract,Warehouse,4.53,2,24,Suburban,33764,45300,33312,211.8,0.976,2021Q2,2021
1998,73677,4,B,7300000,99.08,Under Contract,Manufacturing,4.02,2,32,Suburban,33765,45300,33312,213.82,0.976,2021Q2,2021
1999,54134,3,C,2000000,36.95,Sold,Manufacturing,2.03,1,18,Suburban,33771,45300,33312,211.14,0.976,2020Q4,2020
2000,68650,3,B,5725000,83.39,Sold,Manufacturing,4.26,1,32,Suburban,33773,45300,33312,210.1,0.976,2020Q4,2020
2001,101075,4,A,14000000,138.51,Sold,Distribution,6.09,1,24,Suburban,33773,45300,33312,210.1,0.976,2020Q4,2020
2002,91350,3,C,6000000,65.68,Sold,Manufacturing,5.14,1,32,Suburban,33773,45300,33312,210.1,0.976,2020Q2,2020
2003,75130,3,C,2300000,30.61,Sold,Warehouse,3.17,1,21,Suburban,33781,45300,33312,206.03,0.976,2019Q3,2019
2004,711000,4,A,106500000,149.79,Sold,Distribution,56,1,32,Suburban,33809,29460,33312,191.87,0.976,2021Q2,2021
2005,440000,5,A,41200000,93.64,Sold,Warehouse,47.32,1,24,Suburban,33809,29460,33312,191.87,0.976,2020Q3,2020
2006,221875,4,A,22250000,100.28,Sold,Warehouse,19.67,1,26,Suburban,33811,29460,33312,185.02,0.976,2021Q1,2021
2007,221875,4,A,15105112,68.08,Sold,Warehouse,19.67,1,28,Suburban,33811,29460,33312,185.02,0.976,2020Q3,2020
2008,349929,4,A,25197400,72.01,Sold,Warehouse,22.21,1,19.75,Suburban,33811,29460,33312,185.02,0.976,2019Q3,2019
2009,491920,3,A,35418240,72,Sold,Warehouse,22.17,1,21,Suburban,33811,29460,33312,185.02,0.976,2019Q2,2019
2010,113308,3,B,6850000,60.45,Sold,Manufacturing,8.69,1,21.42,Suburban,33815,29460,33312,187.89,0.976,2019Q2,2019
2011,81482,2,C,3000000,36.82,Sold,Manufacturing,18.35,1,22,Suburban,33823,29460,33312,183.45,0.976,2020Q4,2020
2012,76000,3,C,2750000,36.18,Sold,Warehouse,16.82,1,20,Suburban,33844,29460,33312,180.13,0.976,2019Q1,2019
2013,61773,3,C,2225000,36.02,Sold,Warehouse,12.5,1,18,Suburban,33851,29460,33312,176.65,0.976,2021Q1,2021
2014,61773,3,C,2227400,36.06,Sold,Warehouse,12.5,1,21,Suburban,33851,29460,33312,176.65,0.976,2019Q1,2019
2015,100000,4,A,3500000,35,Sold,Distribution,10.04,1,24,Suburban,33852,99009,33312,124.34,0.976,2020Q1,2020
2016,119881,3,B,4200000,35.03,Sold,Manufacturing,11,1,18,Suburban,33853,29460,33312,164.77,0.976,2019Q4,2019
2017,50900,2,C,1950000,38.31,Under Contract,Warehouse,4.5,1,14,Suburban,33881,29460,33312,180.05,0.976,2021Q2,2021
2018,99432,4,B,7650000,76.94,Sold,Warehouse,9.03,1,17.5,Suburban,33905,15980,33312,109.43,1.0405,2020Q2,2020
2019,65190,2,B,3200000,49.09,Sold,Distribution,7.56,1,20,Suburban,33907,15980,33312,111.7,1.0405,2019Q1,2019
2020,67052,3,B,3725000,55.55,Sold,Warehouse,4.54,1,21,Suburban,33916,15980,33312,113.01,1.0405,2020Q4,2020
2021,145936,3,C,3420000,23.43,Sold,Manufacturing,6.24,1,18,Suburban,33916,15980,33312,113.01,1.0405,2020Q3,2020
2022,198292,2,C,1500000,7.56,Sold,Warehouse,34.22,1,22,Suburban,33935,99009,33312,97.66,0.976,2019Q1,2019
2023,50000,3,C,4100000,82,Sold,Warehouse,1.89,1,15,Suburban,33990,15980,33312,118.33,1.0405,2019Q3,2019
2024,70266,3,B,8600000,122.39,Sold,Manufacturing,4,1,22,Suburban,34104,34940,33126,93.72,1.0405,2020Q4,2020
2025,65485,3,B,6565000,100.25,Sold,Warehouse,5.5,1,22,Suburban,34135,15980,33126,99.77,1.0405,2019Q2,2019
2026,76186,2,B,4500000,59.07,Under Contract,Warehouse,10.03,1,21,Suburban,34221,42260,33312,185.73,0.976,2021Q2,2021
2027,104345,3,B,7000000,67.09,Sold,Refrigeration/Cold Storage,10.71,1,17,Suburban,34234,42260,33312,176.53,0.976,2019Q4,2019
2028,55310,2,B,2900000,52.43,Sold,Warehouse,3.2,2,18,Suburban,34269,99009,33312,138.96,0.976,2019Q4,2019
2029,732742,2,C,13500000,18.42,Sold,Refrigeration/Cold Storage,196.15,1,21.5,Suburban,34472,36100,33312,253.97,0.976,2021Q1,2021
2030,94296,3,C,950000,10.07,Sold,Manufacturing,10.5,1,24,Suburban,34472,36100,33312,253.97,0.976,2019Q3,2019
2031,66984,3,B,2250000,33.59,Sold,Refrigeration/Cold Storage,7.27,1,32,Suburban,34474,36100,33312,260.74,0.976,2021Q2,2021
2032,375600,3,B,26450000,70.42,Sold,Manufacturing,31.83,1,19,Suburban,34474,36100,33312,260.74,0.976,2019Q2,2019
2033,86548,3,C,3190000,36.86,Sold,Manufacturing,12.19,1,20,Suburban,34474,36100,33312,260.74,0.976,2019Q1,2019
2034,617055,4,A,58400000,94.64,Sold,Distribution,45.37,1,22,Suburban,34475,36100,33312,263.19,0.976,2020Q3,2020
2035,276162,4,B,4700000,17.02,Sold,Manufacturing,28.25,1,18,Suburban,34482,36100,33312,267.08,0.976,2019Q1,2019
2036,85048,2,B,4150000,48.8,Sold,Manufacturing,6.6,1,16,Suburban,34613,45300,33312,236.13,0.976,2019Q1,2019
2037,85048,2,B,4150000,48.8,Sold,Manufacturing,6.6,1,30,Suburban,34613,45300,33312,236.13,0.976,2019Q1,2019
2038,64090,3,B,4400000,68.65,Sold,Manufacturing,3.78,1,16,Suburban,34677,45300,33312,214.45,0.976,2020Q1,2020
2039,73601,2,C,1825000,24.8,Sold,Warehouse,4.5,1,21,Suburban,34689,45300,33312,223,0.976,2020Q1,2020
2040,76388,3,B,3200000,41.89,Sold,Warehouse,4.73,1,21,Suburban,34736,36740,33312,215.78,0.976,2019Q4,2019
2041,141235,3,B,6950000,49.21,Under Contract,Warehouse,38.05,1,14.5,Suburban,34758,36740,33312,181.31,0.976,2021Q2,2021
2042,75000,3,C,4565600,60.87,Sold,Warehouse,5.86,1,32,Suburban,34761,36740,33312,207.54,0.976,2020Q4,2020
2043,98350,3,B,7900000,80.33,Sold,Warehouse,19.09,1,25,Suburban,34785,99009,33312,237.63,0.976,2019Q4,2019
2044,221469,2,C,6500000,29.35,Sold,Manufacturing,19.2,1,24,Suburban,34787,36740,33312,206.6,0.976,2020Q3,2020
2045,68200,3,C,4000000,58.65,Sold,Warehouse,3.86,1,22,Suburban,34951,38940,33312,121.81,1.0405,2020Q4,2020
2046,69032,3,C,5500000,79.67,Sold,Distribution,5,1,19.5,Suburban,34986,38940,33312,108.19,1.0405,2020Q4,2020
2047,67120,3,B,4425000,65.93,Sold,Manufacturing,3.9,1,30,Suburban,34986,38940,33312,108.19,1.0405,2020Q4,2020
2048,57814,3,B,5450000,94.27,Sold,Warehouse,4.4,1,32,Suburban,34986,38940,33312,108.19,1.0405,2020Q1,2020
2049,66775,3,C,4184600,62.67,Sold,Distribution,3.13,1,22,Suburban,34986,38940,33312,108.19,1.0405,2019Q4,2019
2050,84393,3,C,6000000,71.1,Sold,Warehouse,5.08,2,32,Suburban,34986,38940,33312,108.19,1.0405,2019Q4,2019
2051,58770,3,B,235000,4,Sold,Warehouse,4.12,1,18,Suburban,34997,38940,33312,93.96,1.0405,2020Q2,2020
2052,58770,3,B,245000,4.17,Sold,Warehouse,4.12,1,29,Suburban,34997,38940,33312,93.96,1.0405,2020Q2,2020
2053,76346,3,B,1200000,15.72,Sold,Manufacturing,15.81,1,20,Suburban,35022,13820,30339,345.59,0.928,2021Q1,2021
2054,486353,3,B,20200000,41.53,Sold,Refrigeration/Cold Storage,49.01,1,32,Suburban,35211,13820,30339,335.59,0.928,2021Q2,2021
2055,896295,4,B,36000000,40.17,Sold,Distribution,116.9,1,15.79,Suburban,35211,13820,30339,335.59,0.928,2020Q4,2020
2056,896295,4,B,45000000,50.21,Sold,Distribution,116.9,1,32,Suburban,35211,13820,30339,335.59,0.928,2019Q2,2019
2057,70000,3,C,675000,9.64,Sold,Warehouse,3.2,1,26,Urban,35212,13820,30339,330.24,0.928,2020Q1,2020
2058,75594,3,C,475000,6.28,Sold,Warehouse,4.67,1,24,Suburban,35228,13820,30339,337.97,0.928,2020Q4,2020
2059,146270,4,B,4800000,32.82,Sold,Manufacturing,15,1,18.75,Suburban,35453,46220,30339,363.11,0.928,2021Q2,2021
2060,59179,3,B,4500000,76.04,Sold,Warehouse,7,1,18,Suburban,35453,46220,30339,363.11,0.928,2020Q2,2020
2061,84320,3,C,2555000,30.3,Sold,Manufacturing,7.73,1,32,Suburban,35803,26620,30339,255.99,0.928,2019Q1,2019
2062,223500,3,B,300000,1.34,Sold,Warehouse,10,1,10,Suburban,35811,26620,30339,243.76,0.928,2020Q3,2020
2063,275000,4,B,19000000,69.09,Sold,Warehouse,23,1,21.5,Suburban,35824,26620,30339,254.64,0.928,2021Q1,2021
2064,52050,3,C,210000,4.03,Sold,Warehouse,6,1,30,Suburban,35960,99001,30339,284.22,0.928,2019Q1,2019
2065,196000,3,C,2120000,10.82,Sold,Undetermined,29,1,36,Suburban,36037,99001,30339,448.41,0.928,2020Q4,2020
2066,891060,3,B,3500000,3.93,Sold,Manufacturing,100,1,30,Suburban,36092,33860,30339,391.95,0.928,2020Q4,2020
2067,440740,3,C,31200000,70.79,Sold,Distribution,78,1,32,Suburban,36105,33860,30339,412.33,0.928,2021Q1,2021
2068,131187,3,B,3040000,23.17,Sold,Manufacturing,14.3,1,30,Suburban,36105,33860,30339,412.33,0.928,2020Q2,2020
2069,74922,2,C,444000,5.93,Sold,Warehouse,8.39,1,21.5,Suburban,36108,33860,30339,409.07,0.928,2019Q4,2019
2070,56343,3,B,3338000,59.24,Sold,Warehouse,10,1,22.5,Suburban,36110,33860,30339,403.63,0.928,2021Q2,2021
2071,72000,3,B,3350000,46.53,Sold,Warehouse,5.12,1,24,Suburban,36117,33860,30339,406.88,0.928,2020Q3,2020
2072,87230,3,C,1000000,11.46,Sold,Manufacturing,9.9,1,32,Suburban,36207,11500,30339,317.91,0.928,2019Q4,2019
2073,99971,2,C,4000000,40.01,Sold,Manufacturing,10.78,1,30,Suburban,36305,20020,30339,486.54,0.928,2020Q3,2020
2074,224370,3,C,5995000,26.72,Under Contract,Warehouse,40,1,24,Suburban,36360,99001,30339,470.29,0.928,2021Q2,2021
2075,235000,3,C,1300000,5.53,Sold,Manufacturing,92.81,1,30,Suburban,36460,99001,30339,474.38,0.928,2020Q2,2020
2076,124940,2,C,4000000,32.02,Sold,Distribution,11.58,1,23,Suburban,36544,33660,30339,555.45,0.928,2019Q3,2019
2077,100000,3,B,5300000,53,Sold,Distribution,6.15,1,36,Suburban,36582,33660,30339,550.8,0.928,2020Q1,2020
2078,100000,3,B,3800000,38,Sold,Distribution,6.15,1,24,Suburban,36582,33660,30339,550.8,0.928,2019Q4,2019
2079,105000,3,B,1732500,16.5,Sold,Distribution,4.75,1,36,Suburban,36610,33660,30339,535.91,0.928,2020Q2,2020
2080,105000,3,B,200000,1.9,Sold,Distribution,4.75,1,22.5,Suburban,36610,33660,30339,535.91,0.928,2020Q2,2020
2081,55550,3,B,1350000,24.3,Sold,Manufacturing,21,1,15,Suburban,36863,99001,30339,373.06,0.928,2020Q1,2020
2082,55550,3,B,1350000,24.3,Sold,Manufacturing,21,1,16,Suburban,36863,99001,30339,373.06,0.928,2020Q1,2020
2083,75000,3,C,565000,7.53,Sold,Manufacturing,3.72,1,20,Suburban,36870,17980,30339,400.36,0.928,2019Q3,2019
2084,75000,3,C,565000,7.53,Sold,Manufacturing,3.72,1,19.5,Suburban,36870,17980,30339,400.36,0.928,2019Q3,2019
2085,216000,4,A,15700000,72.69,Sold,Warehouse,11.35,1,18,Suburban,37013,34980,40206,159.67,0.9445,2020Q1,2020
2086,557000,4,A,40500000,72.71,Sold,Distribution,28.39,1,21,Suburban,37013,34980,40206,159.67,0.9445,2020Q1,2020
2087,121500,3,B,525000,4.32,Sold,Distribution,28.35,1,22,Suburban,37033,34980,40206,196.82,0.9445,2021Q1,2021
2088,399545,4,B,4515000,11.3,Sold,Manufacturing,37,1,30,Suburban,37055,34980,40206,176.51,0.9445,2020Q2,2020
2089,50000,3,A,1875000,37.5,Sold,Distribution,19.58,1,23,Suburban,37055,34980,40206,176.51,0.9445,2019Q4,2019
2090,65368,3,B,7550000,115.5,Sold,Warehouse,3.83,1,26,Suburban,37064,34980,40206,174.84,0.9445,2021Q1,2021
2091,67800,3,B,1995000,29.42,Sold,Distribution,10.27,1,20,Suburban,37066,34980,40206,134.46,0.9445,2020Q2,2020
2092,90250,3,B,5100000,56.51,Sold,Manufacturing,13.74,1,27,Suburban,37066,34980,40206,134.46,0.9445,2020Q2,2020
2093,54794,3,C,1175000,21.44,Sold,Manufacturing,16.9,1,38,Suburban,37066,34980,40206,134.46,0.9445,2019Q3,2019
2094,71579,3,B,750000,10.48,Sold,Manufacturing,5.25,1,32.5,Suburban,37072,34980,40206,141.52,0.9445,2020Q1,2020
2095,60000,3,C,585000,9.75,Sold,Undetermined,1.26,1,21.5,Suburban,37074,34980,40206,129.39,0.9445,2020Q3,2020
2096,505000,3,B,33000000,65.35,Sold,Distribution,42.43,1,28,Suburban,37086,34980,40206,161.06,0.9445,2019Q3,2019
2097,505000,3,B,20804461,41.2,Sold,Distribution,42.43,1,36,Suburban,37086,34980,40206,161.06,0.9445,2019Q3,2019
2098,94760,3,B,7500000,79.15,Sold,Distribution,6.22,1,32,Suburban,37086,34980,40206,161.06,0.9445,2019Q1,2019
2099,96151,3,C,3800000,39.52,Sold,Warehouse,13.08,1,38,Suburban,37087,34980,40206,142.2,0.9445,2020Q1,2020
2100,1013078,4,A,60000000,59.23,Sold,Warehouse,53.35,1,27,Suburban,37090,34980,40206,148.69,0.9445,2020Q1,2020
2101,348880,3,B,20267000,58.09,Sold,Warehouse,44.96,1,26,Suburban,37090,34980,40206,148.69,0.9445,2019Q3,2019
2102,324000,5,A,23166000,71.5,Sold,Distribution,20.04,1,16,Suburban,37090,34980,40206,148.69,0.9445,2019Q3,2019
2103,58672,3,B,3550000,60.51,Sold,Distribution,5.3,1,5.42,Suburban,37090,34980,40206,148.69,0.9445,2019Q3,2019
2104,902385,5,A,55000000,60.95,Sold,Warehouse,105.87,1,17,Suburban,37090,34980,40206,148.69,0.9445,2019Q2,2019
2105,83441,4,A,15020000,180.01,Sold,Warehouse,20,1,32,Suburban,37091,99040,30339,201.07,0.9445,2020Q3,2020
2106,670459,4,A,51000000,76.07,Sold,Distribution,44,1,26,Suburban,37122,34980,40206,147.99,0.9445,2020Q4,2020
2107,709652,5,A,30900000,43.54,Sold,Distribution,43.98,1,26,Suburban,37122,34980,40206,147.99,0.9445,2020Q3,2020
2108,709652,5,A,23640000,33.31,Sold,Distribution,43.98,1,24,Suburban,37122,34980,40206,147.99,0.9445,2019Q1,2019
2109,109807,3,B,6950000,63.29,Sold,Warehouse,7.95,2,15,Suburban,37127,34980,30339,173.21,0.9445,2020Q1,2020
2110,126000,3,B,7150000,56.75,Sold,Warehouse,7.89,1,18,Suburban,37138,34980,40206,146.86,0.9445,2020Q4,2020
2111,316942,3,B,7700000,24.29,Sold,Warehouse,12,1,32,Suburban,37138,34980,40206,146.86,0.9445,2019Q2,2019
2112,126000,3,B,4100000,32.54,Sold,Warehouse,7.89,1,22,Suburban,37138,34980,40206,146.86,0.9445,2019Q2,2019
2113,59518,2,C,2650357,44.53,Sold,Warehouse,10,1,26,Suburban,37148,34980,40206,123.17,0.9445,2020Q3,2020
2114,114250,3,B,4500000,39.39,Sold,Distribution,13,1,20,Suburban,37148,34980,40206,123.17,0.9445,2020Q3,2020
2115,64000,3,C,2250000,35.16,Sold,Warehouse,6.2,1,29,Suburban,37148,34980,40206,123.17,0.9445,2020Q1,2020
